A_denovo139,A8_AY258468,2.00E-108
A_denovo25,A133_DQ174725,1.00E-110
A_denovo281,A121_DQ174722,4.00E-113
A_denovo432,A8_AY258468,2.00E-112
A_denovo441,A8_AY258468,2.00E-117
A_denovo569,A134_DQ174723,1.00E-42
A_denovo633,A8_AY258468,2.00E-111
A_denovo683,A135_DQ174727,7.00E-84
A_denovo68,A8_AY258468,1.00E-119
A_denovo762,A2_AF333506,5.00E-51
A_denovo768,A7_AY239360,4.00E-119
A_denovo839,A8_AY258468,6.00E-106
A_denovo92,A156_EU074859,1.00E-11
A_I:10,A1.3_HE578976,0.00394
A_I:11,A103_AB207206,0.00394
A_I:12,A131_EF656432,0.00394
A_I:13,A13_AF333504,6.00E-05
A_I:14,A131_EF656432,0.00394
A_I:15,A110_AB190282,0.00394
A_I:16,A1.2_AB207210,6.30E-17
A_I:17,A129_EF656431,0.00394
A_I:18,A111_AB190280,6.00E-05
A_I:19,A1.2_AB207210,6.30E-17
A_I:1,A125_EF378616,0.01596
A_I:20,A128_EF656430,6.00E-05
A_I:21,A129_EF656431,0.00394
A_I:22,A1.2_AB207210,6.30E-17
A_I:23,A110_AB190282,0.00394
A_I:24,A104_AB207203,0.00397
A_I:25,A4_AF333509,0
A_I:26,A110_AB190282,0.00394
A_I:27,A109_AB190285,6.00E-05
A_I:28,A104_AB207203,0.00394
A_I:29,A4_AF333509,0
A_I:2,A1_AF333505,0.02127
A_I:30,A105_AB207202,0.00796
A_I:31,A106_AB207200,6.00E-05
A_I:32,A4.1_FN429760,6.00E-05
A_I:33,A4_AF333509,0
A_I:34,A9_EU449028,0.00791
A_I:35,A5_AF333508,0.05258
A_I:36,A4a.1_FN429762,6.00E-05
A_I:37,A4_AF333509,0
A_I:38,A124_EF378617,0.03603
A_I:39,A5_AF333508,0.0084
A_I:3,A125_EF378616,0.0079
A_I:40,A118_AF180120,6.00E-05
A_I:41,A133_DQ174725,0.16118
A_I:42,A5_AF333508,0.00834
A_I:43,A133_DQ174725,0.0954
A_I:44,A113_AF184948,0.14539
A_I:45,A5_AF333508,0.00399
A_I:46,A135_DQ174727,0.03378
A_I:47,A113_AF184948,0.00938
A_I:48,A3b_EU449043,1.73E-18
A_I:49,A135_DQ174727,0.00398
A_I:4,A1_AF333505,0
A_I:50,A3_AF333507,
A_I:51,A3b_EU449043,
A_I:52,A2_AF333506,6.00E-05
A_I:53,A135_DQ174727,0.00392
A_I:54,A142_EU074932,0.00399
A_I:55,A7_AY239360,0.00399
A_I:56,A114_AF184941,0
A_I:57,A142_EU074932,0.00399
A_I:58,A7_AY239360,0.00399
A_I:59,A114_AF184941,0
A_I:5,A138_EF378620,0.05083
A_I:60,A142_EU074932,0.00399
A_I:61,A7_AY239360,0.00399
A_I:62,A142_EU074932,0.00399
A_I:63,A15ab_EU7928,6.00E-05
A_I:64,A142_EU074932,0.00399
A_I:65,A142_EU074932,0.00399
A_I:66,A142_EU074932,0.00399
A_I:67,A141_EU074931,0
A_I:68,A142_EU074932,0.00399
A_I:69,A141_EU074931,0
A_I:6,A1_AF333505,0
A_I:70,A142_EU074932,0.00399
A_I:71,A6_AF186058,0.0022
A_I:72,A142_EU074932,0.00399
A_I:73,A6_AF186058,6.00E-05
A_I:74,A155_EU074856,0.00399
A_I:75,A156_EU074859,0.00399
A_I:76,A156_EU074859,0.00399
A_I:77,A156_EU074859,0.00399
A_I:78,A156_EU074859,0.00399
A_I:7,A138_EF378620,0.00854
A_I:8,A130_EF656428,0.00394
A_I:9,A1.4_HE578977,0.00394
C_denovo100,C1d_AY258488,6.00E-143
C_denovo101,C1cstar_AY239364,1.00E-134
C_denovo102,C1054_AY186565,5.00E-131
C_denovo103,C3.1_JF683321,9.00E-130
C_denovo104,C1cstar_AY239364,9.00E-130
C_denovo105,C15_AY239369,5.00E-128
C_denovo106,C1235_EU118167,2.00E-84
C_denovo107,C15.20_HE579026,3.00E-123
C_denovo108,C45.2_,2.00E-124
C_denovo109,C15_AY239369,7.00E-112
C_denovo10,C42_AY258487,2.00E-118
C_denovo110,C42.2_,2.00E-124
C_denovo111,C1cstar_AY239364,2.00E-130
C_denovo112,C1d_AY258488,1.00E-137
C_denovo113,C1d_AY258488,1.00E-119
C_denovo115,C1d_AY258488,8.00E-127
C_denovo116,C21/3d/C3k_AY239372,2.00E-130
C_denovo117,C15a_AY258476,2.00E-124
C_denovo118,C1d_AY258488,7.00E-118
C_denovo119,C1233_EU118166,5.00E-97
C_denovo11,C42.2_,4.00E-110
C_denovo120,C15.15_HE579021,1.00E-95
C_denovo121,C1233_EU118166,1.00E-79
C_denovo122,C42.2_,2.00E-115
C_denovo123,C1059_DQ480609,6.00E-106
C_denovo124,C42_AY258487,1.00E-141
C_denovo125,C15f_AY589743,1.00E-113
C_denovo126,C42.2_,2.00E-139
C_denovo127,C3ff_HM185740,8.00E-50
C_denovo128,C1d_AY258488,2.00E-102
C_denovo129,C15.1_FJ461508,3.00E-126
C_denovo12,C1cstar_AY239364,9.00E-136
C_denovo130,C15e_AY589742,1.00E-122
C_denovo131,C31_AY258496,2.00E-127
C_denovo132,C42_AY258487,2.00E-137
C_denovo133,C3ff_HM185740,1.00E-42
C_denovo134,C15a_AY258476,2.00E-102
C_denovo135,C15_AY239369,9.00E-130
C_denovo136,C1d_AY258488,2.00E-118
C_denovo137,C42_AY258487,3.00E-120
C_denovo138,C31.2_JF683332,8.00E-130
C_denovo140,C15_AY239369,7.00E-109
C_denovo141,C15_AY239369,5.00E-128
C_denovo143,C15_AY239369,9.00E-96
C_denovo144,C1235_EU118167,5.00E-119
C_denovo145,C45.2_,1.00E-82
C_denovo146,C1d_AY258488,6.00E-140
C_denovo147,C1233_EU118166,5.00E-85
C_denovo148,C1040_AB190269,7.00E-115
C_denovo149,C31_AY258496,5.00E-119
C_denovo14,C1233_EU118166,1.00E-97
C_denovo150,C1b/C1e_AY239363,2.00E-112
C_denovo151,C1d_AY258488,3.00E-89
C_denovo152,C1cstar_AY239364,9.00E-133
C_denovo153,C15.2_FJ461509,5.00E-116
C_denovo154,C42.2_,5.00E-122
C_denovo155,C1cstar_AY239364,9.00E-136
C_denovo156,C15_AY239369,5.00E-119
C_denovo157,C15.17_HE579023,9.00E-127
C_denovo158,C1233_EU118166,3.00E-120
C_denovo159,C15_AY239369,9.00E-130
C_denovo15,C1cstar_AY239364,6.00E-137
C_denovo160,C31_AY258496,1.00E-128
C_denovo161,C1087_DQ182655,1.00E-119
C_denovo162,C1233_EU118166,4.00E-144
C_denovo163,C42.2_,7.00E-121
C_denovo164,C1cstar_AY239364,1.00E-131
C_denovo165,C1235_EU118167,1.00E-94
C_denovo166,C1cstar_AY239364,1.00E-134
C_denovo167,C15.20_HE579026,1.00E-119
C_denovo169,C1233_EU118166,3.00E-77
C_denovo16,C31_AY258496,8.00E-124
C_denovo170,C65_AY589769,2.00E-140
C_denovo171,C15.19_HE579025,6.00E-134
C_denovo172,C1cstar_AY239364,5.00E-125
C_denovo173,C1cstar_AY239364,5.00E-128
C_denovo174,C15_AY239369,3.00E-126
C_denovo175,C45.2_,4.00E-107
C_denovo176,C15_AY239369,5.00E-116
C_denovo177,C1235_EU118167,6.00E-94
C_denovo178,C1235_EU118167,1.00E-82
C_denovo179,C21.6_HQ630873,2.00E-121
C_denovo17,C15.15_HE579021,8.00E-118
C_denovo180,C60_AY589764,1.00E-128
C_denovo181,C15.20_HE579026,2.00E-112
C_denovo182,C1d_AY258488,4.00E-138
C_denovo183,C45.2_,3.00E-129
C_denovo184,C42.2_,2.00E-106
C_denovo185,C1cstar_AY239364,4.00E-138
C_denovo186,C1j_AY589732,5.00E-128
C_denovo187,C15_AY239369,5.00E-128
C_denovo188,C15_AY239369,3.00E-126
C_denovo189,C15_AY239369,9.00E-133
C_denovo18,C15a_AY258476,6.00E-100
C_denovo190,C42.2_,1.00E-104
C_denovo191,C1233_EU118166,5.00E-113
C_denovo192,C45.2_,8.00E-127
C_denovo193,C1087_DQ182655,1.00E-119
C_denovo194,C1054_AY186565,4.00E-110
C_denovo195,C31_AY258496,3.00E-126
C_denovo196,C21.8_JF683329,2.00E-96
C_denovo197,C17.2_FJ461513,5.00E-122
C_denovo198,C17.2_FJ461513,3.00E-123
C_denovo199,C1d_AY258488,2.00E-130
C_denovo19,C1b.2_HE578998,7.00E-115
